ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
1696	akkadian	armpit	šaḫātu	ʃaxaːtu	ʃ a x aː t u		714
1697	hebrew	armpit	šäḥī, šēḥī	ʃæħiː	ʃ æ ħ iː		714
1698	syriac	armpit	šḥātā	ʃħaːtaː	ʃ ħ aː t aː		714
3078	ps	arrow	*ḥVṯ̣ṯ̣-	ħ-θˤθˤ-	ħ θˤ θˤ		1559
3079	akkadian	arrow	uṣṣu/ūṣu	usˤsˤu	u sˤ sˤ u		1559
3080	ugaritic	arrow	ḥṯ̣	ħθˤ	ħ θˤ		1559
3081	hebrew	arrow	ḥeṣ	ħesˤ	ħ e sˤ		1559
3083	geez	arrow,  dart	ḥaṣṣ	ħasˤsˤ	ħ a sˤ sˤ		1559
596	syriac	artery, vein; stem, trunk	warrīḏā	warriːðaː	w a r r iː ð aː		192
1657	ps	articulation, joint, wrist	*kVm-	k-m-	k m		697
2051	syriac	articulus	karsūˁā	karsuːʕaː	k a r s uː ʕ aː		845
3676	syriac	articulus	ḳəṭartā	qˤətˤartaː	qˤ ə tˤ a r t aː		1812
2944	hebrew	as far as, until, just before, during	ˁad	ʕad	ʕ a d		1386
2956	geez	as, just as, even as, like; as if; such	kama	kama	k a m a		1389
394	arabic	ashcolored	ˀawraq-	ʔawraq-	ʔ a w r a q		87
17	ugaritic	assembly	pḫr	pxr	p x r		3
3554	akkadian	at dusk	barāri	baraːri	b a r aː r i		1738
1341	ps	autumn	*ḫVrp-	x-rp-	x r p		561
1342	akkadian	autumn	ḫarpū	xarpuː	x a r p uː		561
1344	hebrew	autumn	ḥōräp	ħoːræp	ħ oː r æ p		561
1343	ugaritic	autumn(?)	ḫrpnt	xrpnt	x r p n t		561
1345	arabic	autumn; year	ḫarīf-	xariːf-	x a r iː f		561
3769	ps	axe	*paˀš-	paʔʃ-	p a ʔ ʃ		1865
3771	syriac	axe	pwstˀ	pwstʔ	p w s t ʔ		1865
3772	arabic	axe, adze	faˀs-	faʔs-	f a ʔ s		1865
3286	arabic	baby animals and birds or small creatures	ḥaršaf-	ħarʃaf-	ħ a r ʃ a f		1628
606	hebrew	back	gaw, gēw	gaw	g a w		199
1731	ps	back	*ṯ̣ahr-	θˤahr-	θˤ a h r		726
1732	akkadian	back	ṣēru	sˤeːru	sˤ eː r u		726
1733	ugaritic	back	ṯ̣r	θˤr	θˤ r		726
1735	arabic	back	ḏ̣ahr-	ðˤahr-	ðˤ a h r		726
1738	ugaritic	back	ksl	ksl	k s l		729
1923	ps	back	*ˀVrāw­, *wVrāˀ­	ʔ-raːw	ʔ r aː w		793
1924	akkadian	back	erûtu	erûtu	e r û t u		793
3030	syriac	back of hand; upper part of sandal made from leather, shoe patch	pantā	pantaː	p a n t aː		1509
3438	ps	back of neck	*gar(i)d-	gard-	g a r d		1693
3583	arabic	back of the horse	ḥāl-	ħaːl-	ħ aː l		1750
3742	syriac	back side of the cervical	ḳāp(ə)yā	qˤaːpjaː	qˤ aː p j aː		1851
3347	geez	back, back part, tail, border	zabān	zabaːn	z a b aː n		1649
3029	hebrew	back, breast, torso	bāmā, bomŏtē	baːmaː	b aː m aː		1509
1759	arabic	back, loins, space between the hips	qaynat-	qajnat-	q a j n a t		735
3026	ps	back, podex	*p/ban/md(at)-	p	p		1509
3028	ugaritic	back, rump, loin	bmt	bmt	b m t		1509
3671	ps	back, side or front part of body (of a sheep?)	*ka/iska/is-, *kVsˀw-	ka	k a		1811
3158	ps	backside, lower leg, base, foundation	*ˀišd	ʔiʃd	ʔ i ʃ d		1588
1915	ugaritic	bad person	ršˁ	rʃʕ	r ʃ ʕ		791
2718	ugaritic	bad, foulsmelling	bˀišt	bʔiʃt	b ʔ i ʃ t		1108
2642	geez	baked	ˀəfuy	ʔəfuj	ʔ ə f u j		1069
2641	arabic	baking tray	mīfaⁿ	miːfa	m iː f a		1069
3969	hebrew	balances	mō(ˀ)zənayim	moːzənajim	m oː z ə n a j i m		2010
2207	akkadian	bald	gubbuḫu	gubbuxu	g u b b u x u		942
2285	syriac	bald	grādā	graːdaː	g r aː d aː		967
2210	syriac	bald on the forehead	gbāḥā	gbaːħaː	g b aː ħ aː		942
4071	akkadian	bandage	(h)ulāpu	ulaːpu	u l aː p u		2083
19	syriac	banquet	puḥrā	puħraː	p u ħ r aː		3
363	ps	bark	*ḳVlp-at-	qˤ-lp-at-	qˤ l p a t		78
367	syriac	bark, shell, scale, peel	ḳlāptā	qˤlaːptaː	qˤ l aː p t aː		78
1752	ugaritic	base, foot	št	ʃt	ʃ t		734
2727	ugaritic	be ashamed	bṯ	bθ	b θ		1109
2729	hebrew	be ashamed	bwš	bwʃ	b w ʃ		1109
3970	arabic	be heavy	wzn	wzn	w z n		2010
3750	ps	be straight	*yšr	jʃr	j ʃ r		1853
3753	hebrew	be straight, smooth, right	yšr	jʃr	j ʃ r		1853
1490	akkadian	bear	ṣa-ba-ú	sˤa-ba-ú	sˤ a b a ú		622
1495	ps	bear	*dubb-	dubb-	d u b b		623
1496	akkadian	bear	dabû	dabû	d a b û		623
1497	ugaritic	bear	db	db	d b		623
1498	hebrew	bear	dōb	doːb	d oː b		623
1500	syriac	bear	debbā	debbaː	d e b b aː		623
1501	arabic	bear	dubb-	dubb-	d u b b		623
1502	geez	bear	dəbb	dəbb	d ə b b		623
1988	arabic	beard	liḥyat-	liħjat-	l i ħ j a t		824
2012	ps	beard	*ḏaḳan-	ðaqˤan-	ð a qˤ a n		833
2013	akkadian	beard	ziḳnu	ziqˤnu	z i qˤ n u		833
2014	ugaritic	beard	dḳn	dqˤn	d qˤ n		833
2016	syriac	beard	daḳnā	daqˤnaː	d a qˤ n aː		833
2017	arabic	beard	ḏaqan-	ðaqan-	ð a q a n		833
2984	ps	because of, for the sake of	*ˀVSVm	ʔ---m	ʔ m		1431
2986	geez	because, since, in that; that is, namely; indeed, in fact	ˀəsma	ʔəsma	ʔ ə s m a		1431
3180	geez	become old	balbala	balbala	b a l b a l a		1594
4042	ps	bed	*ˁarŝ-	ʕarɬ-	ʕ a r ɬ		2051
4043	akkadian	bed	eršu	erʃu	e r ʃ u		2051
638	ps	bee	*nūb(-at)-	nuːb-	n uː b		249
639	akkadian	bee	nūbtu	nuːbtu	n uː b t u		249
640	arabic	bee	nūb-	nuːb-	n uː b		249
641	geez	bee	nəhb	nəhb	n ə h b		249
3294	arabic	bee; bees	naḥl-	naħl-	n a ħ l		1631
870	syriac	beeeater	warwārā	warwaːraː	w a r w aː r aː		373
3293	hebrew	beehive, also the bees of a hive; swarm	nāḥīl	naːħiːl	n aː ħ iː l		1631
725	geez	before, in front of	ḳədma	qˤədma	qˤ ə d m a		331
723	syriac	before; in the presence of	ḳdām	qˤdaːm	qˤ d aː m		331
3743	arabic	behind the neck, nape; back of the head, occiput	qafaⁿ	qafa	q a f a		1851
2793	syriac	being flat nosed	srāmūtā	sraːmuːtaː	s r aː m uː t aː		1208
372	hebrew	belly	*kārēŝ	kaːreːɬ	k aː r eː ɬ		82
1728	hebrew	belly	ḥōmäš	ħoːmæʃ	ħ oː m æ ʃ		724
370	ps	belly, stomach	*kariŝ-	kariɬ-	k a r i ɬ		82
375	geez	belly, stomach, womb, abdomen; interior (of ship, ark, vessel)	karŝ	karɬ	k a r ɬ		82
373	syriac	belly, stomach; womb, uterus	karsā	karsaː	k a r s aː		82
2971	ps	besides, apart from	*ˀilā/*ˀillā	ʔilaː	ʔ i l aː		1420
2972	akkadian	besides, apart from	ela	ela	e l a		1420
2973	akkadian	besides, apart from, in addition to, beyond	elat/ellit	elat	e l a t		1420
629	akkadian	bewegliche Habe (moveable property)	nuwātu	nuwaːtu	n u w aː t u		216
2134	arabic	bezel, collet	kiffat-	kiffat-	k i f f a t		863
1909	akkadian	big	rabû	rabû	r a b û		790
2341	geez	bile, gall, venom	ḥamot	ħamot	ħ a m o t		980
1433	ps	billy goat	*tayš-	tajʃ-	t a j ʃ		604
1435	hebrew	billy goat	tayiš	tajiʃ	t a j i ʃ		604
1437	arabic	billy goat	tays-	tajs-	t a j s		604
1441	arabic	billy goat	ˁatūd	ʕatuːd	ʕ a t uː d		605
1443	akkadian	billy goat	urīṣu	uriːsˤu	u r iː sˤ u		606
2254	akkadian	binden, anbinden(?)	ḫarāšu	xaraːʃu	x a r aː ʃ u		961
461	ps	bird	*ṭayr-	tˤajr-	tˤ a j r		107
464	arabic	bird	ṭayr-	tˤajr-	tˤ a j r		107
1540	ps	bird	*ˁVṣṣūr-	ʕ-sˤsˤuːr-	ʕ sˤ sˤ uː r		640
1541	akkadian	bird	iṣṣūru	isˤsˤuːru	i sˤ sˤ uː r u		640
1222	ps	bird of prey	*ˁarw/y-, ˁawr-	ʕarw	ʕ a r w		528
3254	ps	bird of prey	*ˁVz-	ʕ-z-	ʕ z		1616
3309	ps	bird of prey	*daˀy(-at)-	daʔj-	d a ʔ j		1639
3542	geez	bird of prey, falcon, hawk	gʷəzā, guzā	gʷəzaː	gʷ ə z aː		1734
868	akkadian	bird used for decoy	arru	arru	a r r u		373
3436	syriac	bird which hunts fish	ṣalṣūlā	sˤalsˤuːlaː	sˤ a l sˤ uː l aː		1692
463	syriac	bird, birds; insect; name of a star	ṭayrā	tˤajraː	tˤ a j r aː		107
3320	ugaritic	bird, wild bird (perhaps a raptor, esp. 'hawk, falcon')	nṣ	nsˤ	n sˤ		1641
1542	ugaritic	bird; domestic fowl, poultry	ˁṣr	ʕsˤr	ʕ sˤ r		640
4020	ps	birth-mark, mole	*ŝₓV̄m-at-	ɬₓ-m-at-	ɬₓ m a t		2036
2422	ps	birth-mark, scar on the skin	*ḥumṣ-at-	ħumsˤ-at-	ħ u m sˤ a t		1008
2548	ugaritic	bitter	mr	mr	m r		1048
2420	akkadian	black mole (on the face and body); black spot (a disease of barley)	ḫalû	xalû	x a l û		1007
532	akkadian	black, dark	ṣalmu	sˤalmu	sˤ a l m u		145
537	geez	black, dark	ṣallim	sˤallim	sˤ a l l i m		145
2356	arabic	bladder	maṯānat-	maθaːnat-	m a θ aː n a t		984
2359	geez	bladder	maŝyant	maɬjant	m a ɬ j a n t		984
3843	akkadian	bladder (of a bird, sheep or fish)	elibbuḫu	elibbuxu	e l i b b u x u		1912
3842	ps	bladder (of animals)	*li/abbuḫ-, *labīḫ-at-	li	l i		1912
2397	ps	blister, boil	*bVˁbVˁ-	b-ʕb-ʕ-	b ʕ b ʕ		1003
2399	hebrew	blisters, ulcers	ˀăbaˁbūˁōt	ʔăbaʕbuːʕoːt	ʔ ă b a ʕ b uː ʕ oː t		1003
30	ps	blood	*dam-, *ˀa-dam-	dam-	d a m		5
31	akkadian	blood	damu	damu	d a m u		5
32	ugaritic	blood	dm	dm	d m		5
33	hebrew	blood	dām	daːm	d aː m		5
34	syriac	blood	dmā	dmaː	d m aː		5
35	arabic	blood	dam­-	dam-	d a m		5
36	geez	blood	dam	dam	d a m		5
607	hebrew	body, corpse	gəwiyyā	gəwijjaː	g ə w i j j aː		199
3453	ps	body, corpse	*gi/uṯṯ(-at)-	gi	g i		1696
1643	hebrew	body, flesh	šəˀēr	ʃəʔeːr	ʃ ə ʔ eː r		691
2398	akkadian	boil, pustule	būbuˀtu, buˀbuˀtu, būbūtu, būbuttu	buːbuʔtu	b uː b u ʔ t u		1003
2651	hebrew	boil, seethe, grow ripe	bāšal	baːʃal	b aː ʃ a l		1071
2239	geez	boil, swelling, tumor	ḥǝbaṭ	ħǝbatˤ	ħ ə b a tˤ		951
210	ps	bone	*ˁaṯ̣m-	ʕaθˤm-	ʕ a θˤ m		44
211	akkadian	bone	eṣemtu	esˤemtu	e sˤ e m t u		44
212	ugaritic	bone	ˁṯ̣m	ʕθˤm	ʕ θˤ m		44
213	hebrew	bone	ˁäṣäm	ʕæsˤæm	ʕ æ sˤ æ m		44
215	syriac	bone	ṭm	tˤm	tˤ m		44
216	arabic	bone	ˁaḏ̣m-	ʕaðˤm-	ʕ a ðˤ m		44
217	geez	bone	ˁaṣ̂m, ˁaṣm	ʕaɬˤm	ʕ a ɬˤ m		44
877	ps	bone of leg/arm; limb	*ˀi(-)bVr-at-	ʔib-r-at-	ʔ i b r a t		377
2818	arabic	bone that forms the eye socket	ǯubbat-	gubbat-	g u b b a t		1228
1951	hebrew	bonemarrow	mōaḥ	moːaħ	m oː a ħ		804
2781	hebrew	boot	səˀōn	səʔoːn	s ə ʔ oː n		1193
2857	ps	border, side	*piˀ-at-	piʔ-at-	p i ʔ a t		1319
3462	syriac	bosom	ˁubbā	ʕubbaː	ʕ u b b aː		1703
3466	hebrew	bosom	ḥōb	ħoːb	ħ oː b		1705
3461	ps	bosom, chest; dewlap	*γa/ub(a)b-	ɣa	ɣ a		1703
340	ps	both	*kilˀ-	kilʔ-	k i l ʔ		69
341	akkadian	both	kilallān	kilallaːn	k i l a l l aː n		69
342	hebrew	both	kilˀayim	kilʔajim	k i l ʔ a j i m		69
343	arabic	both	kilā	kilaː	k i l aː		69
1969	arabic	both arteries behind the ears	ḥasīs-	ħasiːs-	ħ a s iː s		817
1200	hebrew	bottom of a vessel	ḳarḳārā	qˤarqˤaːraː	qˤ a r qˤ aː r aː		514
977	akkadian	boxthorn (lycium barbarum)	eṭṭettu	etˤtˤettu	e tˤ tˤ e t t u		409
2177	hebrew	boy	yäläd	jælæd	j æ l æ d		901
1953	arabic	brain	muḫḫ-	muxx-	m u x x		804
2815	akkadian	brain(?)	gabbu	gabbu	g a b b u		1228
1948	ps	brain, marrow	*muḫḫ-	muxx-	m u x x		804
2311	arabic	braire (se dit de l’âne) (bray (of donkey)	nhq	nhq	n h q		973
1675	syriac	bran; husk, shell; scale of head, dandruff	partā	partaː	p a r t aː		705
787	arabic	branch	ḫiṭr-	xitˤr-	x i tˤ r		351
4161	arabic	brave	ḏimr, ḏamīr	ðimr	ð i m r		2137
2307	ugaritic	braying	nhḳt	nhqˤt	n h qˤ t		973
3698	ugaritic	breach, opening	prṣ	prsˤ	p r sˤ		1828
75	akkadian	bread	akalu	akalu	a k a l u		17
609	arabic	breast	ǯuˀǯuˀ-	guʔguʔ-	g u ʔ g u ʔ		199
910	ugaritic	breast	ˀirt	ʔirt	ʔ i r t		389
1708	geez	breast	tallāˁ	tallaːʕ	t a l l aː ʕ		716
1714	ps	breast	*dVd-	d-d-	d d		721
1717	hebrew	breast	dad, du. daddayim	dad	d a d		721
1718	arabic	breast	dayd	dajd	d a j d		721
1719	ps	breast	*zīḏ-	ziːð-	z iː ð		722
1721	ugaritic	breast	ḏd	ðd	ð d		722
1722	ugaritic	breast	zd	zd	z d		722
1724	arabic	breast	zīza	ziːza	z iː z a		722
1711	syriac	breast full of milk	ṣerˁā	sˤerʕaː	sˤ e r ʕ aː		717
3593	ps	breast, stomach, entrails	*ḥVmm(-at)-	ħ-mm-	ħ m m		1753
1706	akkadian	breast, teat	tulû	tulû	t u l û		716
3459	ps	breastbone; side of body	*g(ʷ)ann-	gann-	g a n n		1701
1266	arabic	breath	nafas	nafas	n a f a s		540
2904	akkadian	bristle, (animal) hair	zappu	zappu	z a p p u		1341
2905	hebrew	bristles; eyebrows	zayip	zajip	z a j i p		1341
1085	ps	brother	*ˀaḫ-	ʔax-	ʔ a x		491
1086	akkadian	brother	aḫu	axu	a x u		491
1087	ugaritic	brother	ˀaḫ	ʔax	ʔ a x		491
1088	hebrew	brother	ˀāḥ	ʔaːħ	ʔ aː ħ		491
1089	syriac	brother	ˀaḥḥā	ʔaħħaː	ʔ a ħ ħ aː		491
1090	arabic	brother	ˀaḫ-	ʔax-	ʔ a x		491
1091	geez	brother	ˀəḫw	ʔəxw	ʔ ə x w		491
2862	hebrew	brow, forehead	pōt	poːt	p oː t		1319
1399	syriac	brute animal, a beast of burden; a herd of cattle; a beast of burden, packhorse	bəˁīrā	bəʕiːraː	b ə ʕ iː r aː		590
2807	hebrew	bubonic plague	däbär	dæbær	d æ b æ r		1224
857	akkadian	buck (of gazelle or mountain goat)	armu	armu	a r m u		371
1434	akkadian	buck, ram	daššu	daʃʃu	d a ʃ ʃ u		604
2580	ps	bucket	*dalw-	dalw-	d a l w		1055
2581	akkadian	bucket	dālu	daːlu	d aː l u		1055
2582	hebrew	bucket	dəlī	dəliː	d ə l iː		1055
2584	arabic	bucket	dalw-	dalw-	d a l w		1055
1394	syriac	bud	perˁā	perʕaː	p e r ʕ aː		585
1393	akkadian	bud, shoot	perˀu	perʔu	p e r ʔ u		585
1513	syriac	buffalloo	raymā	rajmaː	r a j m aː		625
1395	ps	bull	*bVˁVr-	b-ʕ-r-	b ʕ r		590
2670	ps	bull	*mir(Vˀ)-	mir-	m i r		1079
3494	arabic	bull	ṭaγγ-	tˤaɣɣ-	tˤ a ɣ ɣ		1718
1128	syriac	bull calf	ˁeglā	ʕeglaː	ʕ e g l aː		499
753	ps	bull, ox	*ṯawr-	θawr-	θ a w r		345
754	akkadian	bull, ox	šūru	ʃuːru	ʃ uː r u		345
755	ugaritic	bull, ox	ṯr	θr	θ r		345
756	hebrew	bull, ox	šōr	ʃoːr	ʃ oː r		345
757	arabic	bull, ox	ṯawr-	θawr-	θ a w r		345
759	geez	bull, ox	sor	sor	s o r		345
815	akkadian	bull, ox; (head) of cattle; beef	alpu	alpu	a l p u		362
1409	hebrew	bull, steer; cow	par, pārā	par	p a r		594
1396	akkadian	bull, young cattle	bīru	biːru	b iː r u		590
1067	ugaritic	bunch of grapes	ˀuṯkl	ʔuθkl	ʔ u θ k l		487
1068	hebrew	bunch of grapes	ˀäškōl	ʔæʃkoːl	ʔ æ ʃ k oː l		487
1069	arabic	bunch of grapes	ˀiṯkāl-	ʔiθkaːl-	ʔ i θ k aː l		487
1070	geez	bunch of grapes	ˀaskāl	ʔaskaːl	ʔ a s k aː l		487
1063	akkadian	bush, (fruit)tree; vine	gapnu/gupnu	gapnu	g a p n u		484
2592	geez	butter	lasd	lasd	l a s d		1059
2590	ps	butter; cream	*laš(a)d-	laʃd-	l a ʃ d		1059
1751	ps	buttocks	*šit-	ʃit-	ʃ i t		734
1757	ps	buttocks, anus	*ḳinn-	qˤinn-	qˤ i n n		735
3004	ps	buttocks, hind parts, small of the back	*ŝVbVr-	ɬ-b-r-	ɬ b r		1495
1756	arabic	buttocks, posteriors, rump	sath-, satah-, sitah-	sath-	s a t h		734
3005	akkadian	buttocks, rectum, anus	šuburru	ʃuburru	ʃ u b u r r u		1495
1754	syriac	buttocks, rump; bottom	ˀeštā	ʔeʃtaː	ʔ e ʃ t aː		734
1753	hebrew	buttocks; base, foundation	šēt	ʃeːt	ʃ eː t		734
3857	akkadian	cadaver	nabultu	nabultu	n a b u l t u		1933
3859	arabic	cadaver, carrion	nabīlat-	nabiːlat-	n a b iː l a t		1933
3455	arabic	cadavre de sauterelle (dead locust)	ǯuṯṯ-	guθθ-	g u θ θ		1696
1123	ps	calf	*ˁigwal- // ˁigl-	ʕigwal-	ʕ i g w a l		499
1131	arabic	calf	ˁiǯl-	ʕigl-	ʕ i g l		499
1124	ugaritic	calf, bullock	ˁgl	ʕgl	ʕ g l		499
1129	syriac	calf, heifer	ˁgeltā	ʕgeltaː	ʕ g e l t aː		499
1134	geez	calf, heifer	ˀǝgwalt, ˀǝgwǝlt	ʔǝgwalt	ʔ ə g w a l t		499
2733	arabic	calumny, slander, false accusation	buhtān-	buhtaːn-	b u h t aː n		1109
1400	arabic	camel	baˁīr-	baʕiːr-	b a ʕ iː r		590
3585	ps	canal (anat.), urethra (?)	*ḥil(Vl)-	ħil-	ħ i l		1751
331	ps	canine tooth	*nayab-	najab-	n a j a b		66
2515	akkadian	capital	beˀˀulātu, bûlātu	beʔʔulaːtu	b e ʔ ʔ u l aː t u		1041
1175	ugaritic	caprine animal, kid, goat	ˁz	ʕz	ʕ z		508
2052	arabic	carpal end of the ulna, carpal bone, wrist bone	kursūˁ-	kursuːʕ-	k u r s uː ʕ		845
3652	akkadian	carry, lift up	našû	naʃû	n a ʃ û		1799
3654	hebrew	carry, lift up	nŝˀ	nɬʔ	n ɬ ʔ		1799
1968	syriac	cartilage	ḥasḥūsē	ħasħuːseː	ħ a s ħ uː s eː		817
1967	hebrew	cartilages forming the ear	ḥisḥūs	ħisħuːs	ħ i s ħ uː s		817
3524	syriac	castor (beaver)	gərādā	gəraːdaː	g ə r aː d aː		1728
2278	syriac	castor bean	ḳerdā	qˤerdaː	qˤ e r d aː		966
2679	ps	cat	*šu/in(n)ār-, *šurān-	ʃu	ʃ u		1085
2680	akkadian	cat	šurānu	ʃuraːnu	ʃ u r aː n u		1085
2682	arabic	cat	sunnār-, sinnawr-	sunnaːr-	s u n n aː r		1085
3385	geez	cat	dəmmat	dəmmat	d ə m m a t		1660
2681	syriac	cat; weasel, animal that eats chickens	šūrnā	ʃuːrnaː	ʃ uː r n aː		1085
2667	akkadian	caterpillar	mūnu	muːnu	m uː n u		1078
3308	akkadian	caterpillar, insect larva	burtu (or būrtu)	burtu	b u r t u		1637
814	ps	cattle	*ˀalp-	ʔalp-	ʔ a l p		362
817	hebrew	cattle	ˀäläp	ʔælæp	ʔ æ l æ p		362
2424	arabic	cautère, ulcère artificiel (cautery, artificial ulcer)	ḥummaṣat-	ħummasˤat-	ħ u m m a sˤ a t		1008
998	akkadian	cedar	erēnu	ereːnu	e r eː n u		424
3730	arabic	ceder	šurbīn-	ʃurbiːn-	ʃ u r b iː n		1845
2803	arabic	certaine maladie des chameaux (a kind of camel disease)	γusās-	ɣusaːs-	ɣ u s aː s		1220
1707	ugaritic	cervix (?)	tlˁ	tlʕ	t l ʕ		716
4101	arabic	chaff, refuse that is taken forth from wheat	γafaⁿ	ɣafa	ɣ a f a		2092
1571	ps	chameleon	*ḥVrb-	ħ-rb-	ħ r b		655
1572	akkadian	chameleon	ḫurbabillu	xurbabillu	x u r b a b i l l u		655
1573	arabic	chameleon	ḥirbāˀ-	ħirbaːʔ-	ħ i r b aː ʔ		655
1301	ps	charcoal	*pVḥm-	p-ħm-	p ħ m		552
1302	akkadian	charcoal	pēmtu, pēntu, pēndu, peʾettu	peːmtu	p eː m t u		552
1303	ugaritic	charcoal	pḥm	pħm	p ħ m		552
1304	hebrew	charcoal	päḥām	pæħaːm	p æ ħ aː m		552
1306	arabic	charcoal	faḥm-, faḥam-	faħm-	f a ħ m		552
1307	geez	charcoal	fəḥm	fəħm	f ə ħ m		552
3705	syriac	chaste, modest	btulā	btulaː	b t u l aː		1831
834	arabic	chat	hārūn-	haːruːn-	h aː r uː n		366
837	arabic	chat	ˀazram-	ʔazram-	ʔ a z r a m		367
1984	ugaritic	cheek	lḥm	lħm	l ħ m		824
1986	arabic	cheek	laḥan	laħan	l a ħ a n		824
1981	ps	cheek, jaw	*lVḥy-at-	l-ħj-at-	l ħ j a t		824
1989	geez	cheek, jaw	maltāḥt	maltaːħt	m a l t aː ħ t		824
1983	akkadian	cheek; side	lētu	leːtu	l eː t u		824
3467	arabic	chest	ḥawbāˀ-	ħawbaːʔ-	ħ a w b aː ʔ		1705
3460	arabic	chest bones, sternum, breastbone	ǯanǯan(-at)-, ǯinǯin-	gangan-	g a n g a n		1701
3465	ps	chest, bosom	*ḥubb- (or *ḥawb-)	ħubb-	ħ u b b		1705
908	ps	chest, breast	*ˀir(r)-at-	ʔir-at-	ʔ i r a t		389
909	akkadian	chest, breast	irtu	irtu	i r t u		389
3840	arabic	chest, especially the part between the teats, chest (of any hoofed animal); breast	labān-	labaːn-	l a b aː n		1911
3027	akkadian	chest, front of the chest	bamtu	bamtu	b a m t u		1509
2004	arabic	chevelure (hair)	farˁ-	farʕ-	f a r ʕ		831
3245	arabic	chevreau (kid)	faˁfaˁ-	faʕfaʕ-	f a ʕ f a ʕ		1612
3339	syriac	chick	parrūgā	parruːgaː	p a r r uː g aː		1646
1808	arabic	child, male offspring	salīl-	saliːl-	s a l iː l		753
1985	hebrew	chin, jawbone, cheek	ləḥī	ləħiː	l ə ħ iː		824
3002	hebrew	cilia, fin	sənappīr	sənappiːr	s ə n a p p iː r		1494
1247	hebrew	cistern, pit, grave	bōr	boːr	b oː r		534
1252	geez	cistern, well, pit	barbir	barbir	b a r b i r		534
4167	hebrew	civil servant, office holder, administrator	šōṭēr	ʃoːtˤeːr	ʃ oː tˤ eː r		2141
2585	ps	clarified butter	*ḫimˀ-at-	ximʔ-at-	x i m ʔ a t		1058
2586	akkadian	clarified butter	ḫimētu	ximeːtu	x i m eː t u		1058
2587	ugaritic	clarified butter	ḫmˀat	xmʔat	x m ʔ a t		1058
2588	hebrew	clarified butter	ḥämˀā	ħæmʔaː	ħ æ m ʔ aː		1058
2589	syriac	clarified butter	ḥewtā	ħewtaː	ħ e w t aː		1058
56	akkadian	claw	ṣupru	sˤupru	sˤ u p r u		10
60	geez	claw	ṣəfr	sˤəfr	sˤ ə f r		10
1203	akkadian	clay	ṭīdu	tˤiːdu	tˤ iː d u		518
1786	arabic	clitoris	bunḏ̣ur-, bayḏ̣ar-, baḏ̣r-, baḏ̣ar-	bunðˤur-	b u n ðˤ u r		749
1784	ps	clitoris, vagina	*bVnṯ̣ur-	b-nθˤur-	b n θˤ u r		749
4140	akkadian	clod of earth	kirbānu	kirbaːnu	k i r b aː n u		2132
3226	geez	clothe oneself, put on clothes, wear; clothe somebody	labsa	labsa	l a b s a		1606
1617	hebrew	clothes moth	sās	saːs	s aː s		675
1066	ps	cluster, bunch (of grapes etc.)	*ˀVṯkāl-	ʔ-θkaːl-	ʔ θ k aː l		487
1305	syriac	coal	paḥmā	paħmaː	p a ħ m aː		552
2312	arabic	coasser sans cesse (to croak incessantly)	nqnq	nqnq	n q n q		973
2313	arabic	coasser, miauler; glousser (to croak, meow; squawk)	nqq	nqq	n q q		973
3448	arabic	coeur, âme, esprit (heart, soul, spirit)	ǯaˀš-	gaʔʃ-	g a ʔ ʃ		1695
4109	ps	collar, yoke	*γull-	ɣull-	ɣ u l l		2095
4111	akkadian	collar; ring (an ornament)	ullu	ullu	u l l u		2095
968	akkadian	colocynth	peḳû	peqˤû	p e qˤ û		406
969	akkadian	colocynth	peḳḳû	peqˤqˤû	p e qˤ qˤ û		406
970	hebrew	colocynth	paḳḳūˁā	paqˤqˤuːʕaː	p a qˤ qˤ uː ʕ aː		406
971	syriac	colocynth	paḳḳuˁā	paqˤqˤuʕaː	p a qˤ qˤ u ʕ aː		406
972	arabic	colocynth (type of a wild pumpkin)	fuqqāˁ	fuqqaːʕ	f u q q aː ʕ		406
1388	akkadian	coloured wool	barumtu, barundu	barumtu	b a r u m t u		579
1463	geez	colt, young camel	mhr, ˀmhr	mhr	m h r		614
3787	ps	comb	*muŝṭ-	muɬtˤ-	m u ɬ tˤ		1870
3788	akkadian	comb	mušṭu	muʃtˤu	m u ʃ tˤ u		1870
1041	syriac	common cucumber	ḳaṭṭūtā	qˤatˤtˤuːtaː	qˤ a tˤ tˤ uː t aː		478
2985	akkadian	concerning, on behalf of, on account of, because of, with respect to, related to	aššum	aʃʃum	a ʃ ʃ u m		1431
3851	arabic	conchal nerve of the ear; ear lobe	luγn-	luɣn-	l u ɣ n		1914
580	geez	confisus, fretus (relying, depending, trusting)	wəkul	wəkul	w ə k u l		168
2362	hebrew	contents of the gut, faeces	päräš	pæræʃ	p æ r æ ʃ		985
1225	arabic	corbeau	ˀaˁwar-	ʔaʕwar-	ʔ a ʕ w a r		528
2966	ugaritic	cord, rope, mooring rope	ḥbl	ħbl	ħ b l		1407
3454	arabic	corps, taille et volume du corps; cadavre (body; corpse)	ǯuṯṯat-	guθθat-	g u θ θ a t		1696
3456	arabic	corps; objet saillant (body; protruding object)	ǯaṯwat-	gaθwat-	g a θ w a t		1696
3856	ps	corpse, carcass	*nabī̆l-at-	nabil-at-	n a b i l a t		1933
