ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID
310	Akkadian	to know	idû		(CAD I 20, AHw. 187)	90
21264	Akkadian	knowing someone, expert, wise,competent, learned; acquaintance, person known	mūdû		(CAD M₂ 163)	90
513	Ugaritic	to know	ydˁ		(DUL 954)	90
311	Hebrew	to know	ydˁ		(HALOT 390)	90
312	Syriac	to know; to discern, recognize; to cohabit with	ˀdˁ		(LSyr. 296, SL 563)	90
15995	Syriac	to know	ydˁ		(LSyr. 296, SL 563)	90
317	Geez	I do not know; perhaps, probably	ˀəndāˁi		(CDG 28)	90
316	Geez	to make know, inform	ˀaydəˁa		(CDG 626)	90
	PS	moon	*war(i)ḫ-		(Fronzaroli 1965a: 137, 144, 149; Kogan 2011: 193; Kogan 2015: 41)	94
340	Akkadian	moon, new moon; month	warḫu		(CAD A₂ 259, AHw. 1466)	94
519	Ugaritic	moon	yrḫ		(DUL 979)	94
341	Hebrew	moon	yārēaḥ		(HALOT 438)	94
368	Syriac	month	yarḥā		(LSyr. 309, SL 584)	94
342	Geez	moon, month	warḫ		(CDG 617)	94
	PS	moon	*ŝahr-		(Kogan 2015:41, note 96)	95
357	Akkadian	(a characteristic such as brilliance)	šērtu		(CAD Š₂ 327)	95
348	Hebrew	little moons (as amulets or jewelry)	ŝahărōnīm		(HALOT 1311)	95
5011	Syriac	moon	sahrā		(LSyr. 462, SL 974)	95
349	Arabic	the new moon, when it appears	šahr-		(Lane 1612)	95
353	Geez	moon, first day of the month	ŝāhr		(CDG 528)	95
	PS	nose	*ˀanp-		(SED I No. 8, Kogan 2015:41)	96
375	Akkadian	nose; tip, crown, end, rind, edge; spur of land	appu		(CAD A₂ 184, AHw. 60)	96
525	Ugaritic	nose	ˀap		(DUL 88)	96
376	Hebrew	nose	ˀap		(HALOT 76)	96
377	Arabic	nose	ˀanf-		(Lane 116)	96
6362	Geez	nose	ˀanf		(CDG 28)	96
	PS	root	*ŝVrš-		(Kogan 2015:42)	98
382	Akkadian	root, base, foundation	šuršu		(CAD Š₃ 363, AHw. 1286)	98
528	Ugaritic	root	šrš		(DUL 845)	98
383	Hebrew	root	šōräš		(HALOT 1659)	98
1046	Syriac	root	šeršā		(LSyr. 810, SL 1613)	98
395	Arabic	origin, source, root	šarḫ-		(Lane 1531)	98
388	Arabic	small thorny trees	širs-		(Lane 1532)	98
5366	Arabic	small thorny tree	šaras-		(Lane 1532)	98
396	Arabic	root	širš-		(Dozy I 745)	98
384	Geez	root	ŝərw		(CDG 535)	98
	PS	stone	*ˀabn-		(Fronzaroli 1968: 271, 287, 298; Kogan 2011: 190; Kogan 2015: 42)	99
391	Akkadian	stone	abnu		(CAD A₁ 54, AHw. 6)	99
535	Ugaritic	stone	ˀabn		(DUL 9)	99
392	Hebrew	stone	ˀäbän		(HALOT 7)	99
460	Syriac	rock, stone, gem; small building	ˀabnā		(LSyr. 3, SL 4)	99
393	Geez	stone	ˀəbn		(CDG 4)	99
	PS	tree	*ˁiṣ̂-		(Fronzaroli 1969a: 276, 290, 299; Kogan 2011: 199; Kogan 2015: 43)	100
402	Akkadian	tree; timber, lumber, wood; aromatic wood; wooded area	iṣu		(CAD I 214, AHw. 390)	100
541	Ugaritic	tree	ˁṣ		(DUL 186)	100
403	Hebrew	tree	ˁēṣ		(HALOT 63)	100
412	Arabic	small thorny trees	ˁiḍḍ-		(Lane 2070)	100
404	Geez	tree, shrub, bush; wood; stick, staff (of spear)	ˁəṣ̂		(CDG 57)	100
	PS	woman	*ˀanṯ-at-		(Kogan 2015:44)	101
438	Akkadian	wife	aššatu		(CAD A₂ 462, AHw. 83)	101
547	Ugaritic	woman	ˀaṯt		(DUL 129)	101
423	Hebrew	woman	ˀiššā		(HALOT 93)	101
17365	Syriac	woman, wife	ˀatṯā		(LSyr. 31, SL 66)	101
439	Arabic	female, feminine	ˀunṯā		(Lane 112)	101
4169	Geez	woman, wife, female	ˀanəst		(CDG 32, LLA 771)	101
	PS	man; son; lord	*marˀ-		(Fronzaroli 1964: 28–29, 42; Kogan 2005c: 532; Kogan 2006a: 482; Kogan 2011: 233; Kogan 2015: 44, n. 111)	105
441	Akkadian	son	māru		(CAD M₁ 308, AHw. 614)	105
4585	Arabic	man	(ˀ)imruˀ-		(Lane 2702)	105
4586	Arabic	man	marˀ-		(Lane 2702)	105
440	Arabic	woman	ˀimraˀ-at-, marˀ-at-		(Lane 2703)	105
	PS	bird	*ṭayr-		(SED II No. 235)	107
22531	Hebrew	divination from birds, augury	ṭayir		(Jastrow 531)	107
450	Syriac	bird, birds; insect; name of a star	ṭayrā		(LSyr. 274, SL 528)	107
5809	Arabic	bird	ṭayr-		(Lane 1904)	107
22533	Geez	to divine by observing the flight of birds	taṭayyara		(CDG 600, LLA 1245, SLLA 348)	107
	PS	to strike, beat	*mḫṣ̂-			111
865	Akkadian	to hit, to wound, to strike	maḫāṣu		(CAD M₁ 71, AHw. 580)	111
562	Ugaritic	to kill	mḫṣ		(DUL 540, Hayes 1991: 616, Held 1959: 170)	111
2542	Ugaritic	weaver	mḫṣ		(DUL 540)	111
872	Hebrew	to smash	mḥṣ		(HALOT 571)	111
881	Syriac	to strike, to knock	mḥā		(LSyr. 380, SL 738)	111
895	Geez	to smite, to cut, to destroy	maḥaṣa		(CDG 337)	111
	PS	(to be) good	*ṭyb/ṭwb		(Kogan 2015:231, note 684)	116
682	Akkadian	good, sweet, fresh, aromatic, benevolent	ṭābu		(CAD Ṭ 19, AHw. 1377)	116
560	Ugaritic	good	ṭb		(DUL 887, Rabin 1975: 88, Militarev 2004: 317)	116
613	Hebrew	good; merry; pleasant; in order, usable	ṭōb		(HALOT 370)	116
614	Syriac	good; valuable, precious; cost, worth	ṭāb		(LSyr. 269, SL 507)	116
679	Arabic	pleasant, delightful, delicious, sweet	ṭayyib-		(Lane 1902)	116
	PS	to go to and fro	*ṣyd/ṣwd		(Kogan 2015:540)	117
7941	Akkadian	to prowl, to make one’s rounds, to turn about	ṣâdu		(CAD Ṣ 57, AHw. 1073)	117
	PS	to give	*ntn		(Kogan 2015:233)	124
594	Akkadian	to give	nadānu		(CAD N₁ 42, AHw. 701)	124
505	Ugaritic	to give	ytn		(DUL 990)	124
715	Hebrew	to give	ntn		(HALOT 732)	124
716	Syriac	to give	ntl		(LSyr. 298, SL 565, 995)	124
	PS	to be long	*ˀrk		(Nöldeke 1886:724, DRS 33)	125
724	Akkadian	long, tall	arku		(CAD A₂ 283, AHw. 69)	125
27406	Akkadian	lenght	urku		(CAD U 231; AHw. 1431; Kogan 2006a: 207)	125
516	Ugaritic	long	ˀrk		(DUL 102)	125
722	Hebrew	long, extending; longlasting	ˀārōk		(HALOT 88)	125
723	Syriac	long	ˀarrīk		(LSyr. 49, SL 99)	125
604	Arabic	to keep in a place, to remain, to continue	ˀrk		(Lane 50)	125
	PS	neck	*ṣaw(ˀ)ar-		(SED I No. 258)	126
7940	Akkadian	neck	ṣawāru		(AHw. 1087)	126
725	Hebrew	neck	ṣawwā(ˀ)r		(HALOT 1009)	126
726	Syriac	neck, hump of camel; mountain ridge	ṣawrā		(LSyr. 625, SL 1281)	126
6143	Arabic	side of the neck; bank of a river	ṣawr-		(Lane 1744)	126
	PS	to sit	*wṯb		(DRS 656, HALOT 444, Kogan 2015:233)	131
776	Akkadian	to sit down physically; to reside and live somewhere	wašābu		(CAD A₂ 386, AHw. 1480)	131
531	Ugaritic	to sit	yṯb		(DUL 994)	131
774	Hebrew	to sit down, to sit; to dwell	yšb		(HALOT 444)	131
775	Syriac	to sit; to remain; to inhabit; to settle	ytb		(LSyr. 311, SL 587)	131
16879	Syriac	to sit	ytb		(LSyr. 311, SL 587)	131
796	Arabic	to jump	wṯb		(Lane 2919)	131
795	Geez	to take a wife, to marry	ˀawsaba		(CDG 619)	131
	PS	to walk	*hlk		(DRS 413, HALOT 246, Kogan 2015:234)	133
779	Akkadian	to go; to move; to proceed	alāku		(CAD A₁ 300, AHw. 31)	133
543	Ugaritic	to walk	hlk		(DUL 337)	133
780	Hebrew	to go, walk	hlk		(HALOT 246)	133
17305	Syriac	to go back, return; (pa.) to walk	hlk		(LSyr. 176, SL 349)	133
784	Arabic	to perish, to become in a bad state; to die	hlk		(Lane 3044)	133
	PS	day	*yawm		(Fronzaroli 1965a: 139, 141; Kogan 2011: 193, 196)	134
5135	Akkadian	day	ūmu		(CAD U–W 138, AHw. 1418)	134
5136	Ugaritic	day	ym		(DUL 964)	134
5137	Hebrew	day	yōm		(HALOT 399)	134
5138	Syriac	day	yawmā		(LSyr. 299, SL 568)	134
5139	Arabic	day	yawm		(Lane 3064)	134
5143	Geez	today	yom		(CDG 627)	134
	PS	lion	*labVˀ-		(SED II No. 144)	136
5634	Akkadian	lion	labbu		(CAD L 24, AHw. 526)	136
802	Ugaritic	lion	lbˀu		(DUL 490)	136
5636	Hebrew	lioness	lābī(ˀ)		(HALOT 517)	136
5637	Arabic	lioness	lubaˀat-, labuˀat-		(BK 2 956, Lane 2644)	136
	PS	to be similar	*mṯl		(Kogan 2015:236, HALOT 647, AHw. 623, CDG 365)	138
7925	Akkadian	to be similar	mašālu		(CAD M₁ 355, AHw. 623)	138
1998	Ugaritic	equal amount, equivalent	tmṯl		(DUL 873)	138
	PS	to steal	*šrḳ		(Kogan 2015:237)	142
816	Akkadian	to steal; to act as a thief	šarāḳu		(CAD Š₂ 53, AHw. 1185)	142
817	Arabic	to steal	srq		(Lane 1352)	142
819	Geez	to steal	saraḳa		(CDG 514)	142
	PS	to be dark, black	*ṯ̣lm		(Bulakh 2003: 57; Bulakh 2006: 738; 740; Kogan 2011: 198; Kogan 2015: 237)	145
835	Akkadian	black, dark	ṣalmu		(CAD Ṣ 77, AHw. 1078)	145
839	Ugaritic	darkness	ṯ̣lmt		(DUL 1004)	145
852	Hebrew	gloom	ṣalmāwät		(HALOT 1029)	145
840	Syriac	to oppress, wrong; to accuse falsely	ṭlm		(LSyr. 277, SL 533)	145
836	Arabic	to act wrongfully, IV. to become dark	ḏ̣lm		(Lane 1920)	145
837	Geez	black, dark	ṣallim		(CDG 556)	145
	PS	to reach	*mṯ̣ˀ		(Kogan 2015: 219)	148
7926	Akkadian	to be sufficient, to be equal to, to amount to, (D) to make reach to	maṣû		(CAD M₁ 344, AHw. 621)	148
552	Ugaritic	to come	mγy		(DUL 533)	148
21369	Ugaritic	to meet, to run into	mṯ̣ˀ		(DUL 608)	148
21370	Hebrew	to reach, to meet, to find	mṣˀ		(HALOT 619)	148
21381	Syriac	to arrive, reach; to happen	mṭy		(LSyr. 381, SL 745)	148
	PS	fat, oil	*šamn-		(SED I No. 248)	150
7937	Akkadian	oil, fat	šamnu		(CAD Š₁ 321, AHw. 1157)	150
500	Ugaritic	fat; vegetable oil	šmn, šmt		(DUL 827–829)	150
11428	Hebrew	vegetable oil; fat	šämän		(HALOT 1567–1569)	150
17829	Syriac	fat	šumnā		(LSyr. 786, SL 1574)	150
11426	Arabic	(clarified) butter	samn-		(Lane 1432)	150
	PS	to tear, to pierce, to bore	*nḳb		(Kogan 2015:238, HALOT 719)	152
868	Akkadian	to deflower; to rape	naḳābu		(CAD N₁ 328, AHw. 743)	152
869	Hebrew	to bore through	nḳb		(HALOT 719)	152
870	Syriac	to pierce, to make  a hole	nḳb		(LSyr. 444, SL 943)	152
871	Arabic	to pierce, to bore	nqb		(Lane 2833)	152
875	Geez	to disjoin, to separate	naḳaba		(CDG 399)	152
	PS	husband or man	*mut-		(Kogan 2014: 100; Kogan 2015: 266–67)	157
5242	Akkadian	husband	mutu		(CAD M₂ 313, AHw. 690)	157
5243	Ugaritic	man, human being, husband	mt		(DUL 598)	157
5245	Hebrew	men, persons	mətīm		(HALOT 653)	157
5244	Geez	husband	mət		(CDG 371)	157
	PS	to be low	*špl		(Kogan 2015:586)	160
1889	Akkadian	to be low	šapālu		(CAD Š₁ 422, AHw. 1169)	160
23896	Ugaritic	to bend down, stoop, plunge oneself	špl		(DUL 823)	160
23895	Hebrew	to become low, go deep	špl		(HALOT 1631)	160
23898	Syriac	to be low, depressed	špl		(LSyr. 813)	160
17768	Syriac	plain	špolā		(LSyr. 795, SL 1589)	160
	PS	to be high, to grow	*ŝyḫ		(Kogan 2015:577, fn. 1500)	161
7942	Akkadian	to grow (in size or age)	šâḫu		(CAD Š₁ 106, AHw. 1224)	161
22102	Arabic	to grow old	šyḫ		(Lane 1628)	161
	PS	to break	*ṯγr		(Kogan 2015:239)	164
934	Akkadian	to be victorious, to vanquish	šaˀāru		(CAD Š₁ 2, AHw. 1118)	164
26707	Arabic	to break, to demolish; to make a gap	ṯγr		(Lane 338)	164
933	Geez	to violate, to break, to frustrate	saˁara		(Marrassini 1971:127‒130, CDG 481, Kogan 2005c:200‒201)	164
	PS	to (en)trust, to rely	*wkl		(DRS 539, Kogan 2015:239, EDA II)	168
25141	Akkadian	to trust	takālu		(AHw 1304, CAD T 63)	168
947	Akkadian	overseer (person in charge of a group of soldiers, workers or craftsmen)	waklu		(CAD A₁ 277, AHw. 1456)	168
25145	Syriac	to believe, to be sure	tkel		(LSyr. 823)	168
948	Arabic	II. to appoint as one’s deputy	wkl		(Lane 3059)	168
950	Geez	fidere, confidere (to trust, believe, confide)	tawakkala		(LLA 920)	168
16067	Geez	confisus, fretus (relying, depending, trusting)	wəkul		(LLA 920)	168
	PS	sea	*tihām(-at)-		(Fronzaroli 1965a: 136‒137, 144, 149; Kogan 2011: 191; Kogan 2015: 240)	171
959	Akkadian	sea, ocean, lake	tiāmtu		(CAD T 150, AHw. 1353)	171
960	Ugaritic	primordial ocean, abyss	thm, thmt		(DUL 864)	171
962	Hebrew	primaeval ocean, primaeval flood; flood, deluge	təhōm		(HALOT 1690)	171
4964	Syriac	wave; sea; abyss	thōmā		(LSyr. 816, SL 1624)	171
963	Arabic	a certain land ... extending to the sea (Tihámeh)	tihāmat-		(Lane 320)	171
	PS	leg	*paˁm-		(SED I No. 207)	179
1136	Akkadian	thigh	pēmu		(CAD P 231, AHw. 854)	179
503	Ugaritic	foot	pˁn		(DUL 660)	179
1134	Hebrew	foot	paˁam		(HALOT 952)	179
8975	Arabic	to be full (of forearm, vessel); to be fullformed, thick (of  woman)	fˁm		(BK 2 615, Lane 2421)	179
	PS	(jugular) vein, trachea	*warīd-		(SED I No. 287; Kogan 2015:381)	192
17549	Akkadian	gullet	mušērittu		(CAD M₂ 267)	192
17548	Akkadian	trachea, larynx, throat	urˀudu		(CAD U 267, AHw. 1436)	192
17550	Hebrew	the large blood vessel, jugular vein	wārīd		(Jastrow 375)	192
16830	Syriac	artery, vein; stem, trunk	warrīḏā		(LSyr. 186, SL 360)	192
17551	Arabic	veine; veine jugulaire (de chaque côté du cou) (vein; jugular vein (on either side of the neck)	warīd-		(BK 2 1519)	192
	PS	to shake; to move; to jump	*zl		(Kogan 2015:379)	194
1071	Hebrew	to disappear; to cease to exist	ˀzl		(HALOT 27)	194
1056	Arabic	to slip; to move away	zll		(Lane 1241)	194
1057	Arabic	to put in the state of agitation	zlzl		(Lane 1242)	194
1055	Arabic	to go away; to depart; to pass away; to shift	zwl		(Lane 1270)	194
1058	Geez	to move; be shaken; to swing; to be agitated	zalala		(CDG 638)	194
	PS	(front part of) body; chest, belly; interior	*gaw(w)iˀ-		(SED I No. 99)	199
11852	Akkadian	figure, shape	gattu		(CAD G 58, AHw. 283)	199
22365	Hebrew	back	gaw, gēw		(HALOT 182)	199
22364	Hebrew	body, corpse	gəwiyyā		(HALOT 183)	199
22366	Syriac	intestina, viscera	gəwāyā		(LSyr. 107)	199
22372	Arabic	breast	ǯuˀǯuˀ-		(BK 1 244)	199
1092	Arabic	inside; interior	ǯaww-		(Lane 478)	199
22373	Arabic	to have a breast disease	ǯwy		(BK 360)	199
22374	Geez	area between the thighs, lap	gʷəyyā		(CDG 208)	199
	PS	to be steadfast, sure, reliable	*kwn/*kyn		(Kogan 2015:560)	202
7922	Akkadian	to be firm in place, to remain stationary, to be reliable, correct	kânu		(CAD K 159, AHw. 438)	202
27223	Akkadian	yes	kēna		(CAD K 311; AHw. 479)	202
27224	Hebrew	correct, right, certain	kēn		(HALOT 482)	202
	PS	to fumigate	*ḳṭr		(Kogan 2015: 269)	204
1124	Akkadian	smoke	ḳutru		(CAD Q 326, AHw. 931)	204
575	Ugaritic	smoke	ḳṭr		(DUL 720)	204
1126	Hebrew	to make a sacrifice, to go up in smoke	ḳṭr		(HALOT 1094)	204
1128	Arabic	to exhale a scent; to smoke	qtr		(Lane 2486)	204
1129	Arabic	aloewood with which one fumigates	quṭr-		(Lane 2543)	204
	PS	to see	*ḥḏy/*ḥzy		(Kogan 2015: 394–395)	206
573	Ugaritic	to see, to look, to observe	ḥdy		(DUL 356)	206
2149	Hebrew	to see, behold	ḥzy		(HALOT 301)	206
2146	Syriac	to see	ḥzy		(LSyr. 224, SL 438)	206
15536	Arabic	to divine from the flight of birds	ḥzw		(Lane 563)	206
	PS	vessel, receptacle	*ˀVnVy-		(HALOT 70, CDG 410, Fronzaroli 1966‒1967: 212, 1972: 627, Kogan 2015: 282)	216
17173	Akkadian	bewegliche Habe (moveable property)	nuwātu		(AHw. 803, Huehnergard 1991a:692)	216
6116	Akkadian	vessel; tools, equipment	unūtu		(CAD U–W 172, AHw. 1422)	216
2035	Hebrew	ships, fleet	ˀŏnī		(HALOT 70)	216
17172	Arabic	vessel	ˀināˀ-		(Lane 119)	216
2037	Arabic	port	mīnāˀ-		(LA 15 486)	216
2036	Geez	vessel, utensil, instrument	nəwāy		(CDG 410)	216
	PS	to be massive, compact, heavy	*ˁms		(Kogan 2015: 284)	220
1246	Syriac	(etp.) to be drawn together, pressed together	ˁms		(LSyr. 530, SL 1112)	220
1247	Arabic	to be hard, strong	ˁms		(LA 6 177)	220
	PS	bee	*nūb(-at)-		(SED II No. 156)	249
5939	Akkadian	bee	nūbtu		(CAD N₂ 309, AHw. 800)	249
5940	Arabic	bee	nūb-		(BK 2 1362, Lane 2863)	249
5941	Geez	bee	nəhb		(CDG 393, LLA 631, Gr. 211)	249
	PS	to go down	*wrd		(DRS 618‒619, Kogan 2015:385)	257
7944	Akkadian	to go down	warādu		(CAD A₂ 212, AHw. 1462)	257
25482	Hebrew	to go down	yrd		(HALOT 434)	257
20911	Geez	to go down	warada		(CDG 617)	257
	PS	to go out	*wŝˀ̣		(DRS 595‒596, Kogan 2015:386)	261
7947	Akkadian	to go out	waṣû		(CAD A₂ 356, AHw. 1475)	261
1497	Hebrew	offspring, descendant	ṣäˀäˇṣāˀīm		(HALOT 993)	261
1468	Syriac	to sprout, grow; to exist	yˁy		(LSyr. 304, SL 577)	261
1498	Arabic	origin, root, stock; abundance of offspring	ḍiˀḍiˀ-		(Lane 1759)	261
1501	Geez	shoots	ṣ̂āˀṣ̂āˀ		(CDG 147)	261
20933	Geez	to go out	waṣ̂ˀa		(CDG 605)	261
	PS	womb; compassion, pity, kindness	*raḥim-		(SED I No. 231)	263
7176	Akkadian	womb; pity, compassion, mercy	rēmu		(CAD R 259, AHw. 970)	263
7177	Hebrew	womb	räḥäm		(HALOT 1217)	263
7178	Syriac	uterus, womb	raḥmā		(LSyr. 724, SL 1456)	263
7179	Arabic	womb	raḥim-, raḥimat-		(BK 1 838, Lane 1056)	263
	PS	to be compassionate	*rḥm		(Kogan 2015: 386)	266
7934	Akkadian	to take pity, to have mercy	rêmu		(CAD R 263, AHw. 970)	266
17914	Hebrew	(qal, pi.) to love, to meet someone with love, to take pity on someone	rḥm		(HALOT 1216)	266
17915	Hebrew	a feeling of love, loving sensation, mercy	raḥămīm		(HALOT 1218)	266
17919	Arabic	to have mercy, pity, compassion	rḥm		(BK 1 838, Lane 1055)	266
	PS	to go up	*ˁly/*ˁlw		(Kogan 2015:387)	268
7894	Akkadian	high	elû		(CAD E 110, AHw. 205)	268
22090	Ugaritic	to go up, rise; to attack, assail, jump, launch oneself (upon)	ˁly		(DUL 156)	268
22089	Hebrew	to ascend, go up	ˁly		(HALOT 828)	268
22100	Syriac	(pa.) to exalt; to raise up	ˁly		(LSyr. 527, SL 1101)	268
22096	Arabic	to be, become high	ˁly		(Lane 2142)	268
	PS	wild animal	*naḥaš-		(SED II No. 159, Kogan 2015: 300)	272
1516	Akkadian	lion	nēšu		(CAD N₂ 193, AHw. 783)	272
	PS	open country, wild, uncultivated place	*ŝadaw-		(Fronzaroli 1968: 269‒270, 287; Kogan 2011: 190; Kogan 2015: 307)	289
1615	Akkadian	mountain; open country	šadû		(CAD Š₁ 49, AHw. 1124)	289
1614	Hebrew	pasture, open fields; field, arable land	ŝādǟ		(HALOT 1307)	289
	PS	to be different; to be late	*ˀḫr		(DRS 15, HALOT 34‒36, Kogan 2015: 388)	290
21440	Akkadian	to delay;  to tarry, be delayed; to be outstanding	uḫḫuru		(CAD A₁ 170, U/W 42)	290
21442	Hebrew	to be behind; pi  to delay, to detain	ˀḥr		(HALOT 34–35)	290
27401	Hebrew	another; later, following	ˀaḥēr		(HALOT 35)	290
21441	Arabic	II. to delay, postpone; to make smb retreat; to be late; go back	ˀḫr		(Lane 31)	290
	PS	to be high, tall	*ŝmḫ		(Kogan 2015: 307)	293
1629	Akkadian	to grow thickly, abundantly	šamāḫu		(CAD Š₁ 288, AHw. 1153)	293
1630	Arabic	to be high, lofty	šmḫ		(Lane 1595)	293
	PS	to be naked	*ˁrw		(BDB 789, HALOT 1770)	299
18008	Ugaritic	to be naked, unrigged	ˁry		(DUL 185)	299
	PS	to snore	*nḫr		(Kogan 2015: 332)	314
1879	Akkadian	whale	nāḫiru		(CAD N₁ 137, AHw. 714)	314
1878	Ugaritic	a marine animal	ˀanḫr		(DUL 79, Watson 2007:77)	314
	PS	to lie down, to rest (mostly of animals)	*rbṣ̂		(HALOT 1181, Kogan 2015: 342)	315
27422	Akkadian	to lie down; to be at peace; to lurk	rabāṣu		(CAD R 10; AHw. 993)	315
27421	Ugaritic	to rest, lie down	rbṣ		(DUL 720)	315
27416	Hebrew	to lie down, rest (of animals) (mostly of animals); to lurk	rbṣ		(HALOT  1181; BDB 918)	315
27410	Arabic	to lie down (animals)	rbḍ		(Lane 1011)	315
	PS	to be silent (?)	*šḳṭ		(Kogan 2015:391)	320
2070	Hebrew	to be at rest	šḳṭ		(HALOT 1641)	320
2071	Syriac	rest	škāṭā		(LSyr. 798, SL 1560)	320
2072	Arabic	to fall	sqṭ		(Lane 1379)	320
	PS	to be silent (?)	*škt		(Kogan 2015:391)	321
2076	Akkadian	to be silent	sakātu		(CAD S 74, AHw. 1011)	321
2077	Hebrew	to be quiet	skt		(HALOT 756)	321
2078	Syriac	to lie at rest, to keep quiet	škt		(LSyr. 777, SL 1559)	321
2079	Arabic	to be silent	skt		(Lane 1389)	321
2081	Geez	to encamp, to lodge, to rest	sakata		(CDG 497)	321
	PS	road	*ˀurḫ-		(Kogan 2015:392)	324
2102	Akkadian	road	urḫu		(CAD U–W 218, AHw. 1429)	324
2103	Hebrew	way, path	ˀōraḥ		(HALOT 86)	324
2100	Syriac	road	ˀurḥā		(LSyr. 47, SL 21)	324
	PS	footstep, trace	*ˀaṯar-		(Kogan 2015:393)	325
2108	Akkadian	place, site, location	ašru		(CAD A₂ 456, AHw. 82)	325
21130	Hebrew	who, that, which (relative particle); that, so that	ˀăšär		(HALOT 98)	325
2114	Syriac	place	ˀatrā		(LSyr. 55, SL 112)	325
2109	Arabic	remain, relic, trace	ˀaṯar-		(Lane 18)	325
2111	Geez	path, trace, track, footprint	ˀaŝar		(CDG 45)	325
	PS	to look for; to search; to examine	*bγy		(Kogan 2015:393; DRS 75‒76)	327
2134	Akkadian	to look for, to search for	buˀû		(CAD B 360, AHw. 145)	327
2137	Ugaritic	to reveal, to show	bγy		(DUL 218)	327
2136	Hebrew	to enquire	bˁy		(HALOT 141)	327
2132	Syriac	to examine, search, spy	bˁy		(LSyr. 82, SL 174)	327
12300	Syriac	to strive after, pursue, desire; to request	bˁy		(LSyr. 82, SL 169)	327
2135	Arabic	to seek, to desire	bγy		(Lane 231)	327
	PS	in front of, before	*ḳVdm		(Arakelova 2001:46, Kogan 2015:395)	331
2158	Akkadian	front	ḳudmu		(CAD Q 295, AHw. 926)	331
2159	Ugaritic	in front of	ḳdm		(DUL 694)	331
17494	Hebrew	in front; east; before, earlier, in olden days	ḳädäm		(HALOT 1069)	331
2154	Syriac	before; in the presence of	ḳdām		(LSyr. 647, SL 1315)	331
2164	Arabic	in front of	quddām-		(LA 12 42)	331
2163	Geez	before, in front of	ḳədma		(CDG 421)	331
	PS	lord	*baˁl-		(Kogan 2015:396)	335
16612	Akkadian	lady	baˀlatu		(CAD B 45, AHw. 98)	335
16613	Akkadian	(a synonym for lord, master)	baˀlīyu		(CAD B 63)	335
6614	Akkadian	lord	bēlu		(CAD B 191, AHw. 118)	335
2190	Ugaritic	lord, owner	bˁl		(DUL 206)	335
2179	Hebrew	husband; landowner, citizen	baˁal		(HALOT 142)	335
2181	Syriac	owner, husband	baˁlā		(LSyr. 83, SL 171)	335
11176	Arabic	owner, lord	baˁl-		(Lane 228)	335
23103	Geez	owner, possessor; master	bāˁl, baˁāl		(CDG 84)	335
	PS	?	*šry/šrw		(Kogan 2015:397)	338
2209	Akkadian	to begin	šurrû		(CAD Š₃ 358, AHw. 1285)	338
2210	Ugaritic	to release	šry		(DUL 846)	338
2213	Hebrew	to let loose	šry		(HALOT 1652)	338
2208	Syriac	to loosen	šry		(LSyr. 803, SL 1604)	338
2211	Arabic	to throw off, to remove	srw		(Lane 1353)	338
2212	Geez	to pardon, to absolve, to forgive	saraya		(CDG 515)	338
	PS	to burn	*wḳd/*ḳwd		(Kogan 2015:398)	341
2253	Akkadian	to set afire, to kindle, to burn	ḳâdu		(CAD Q 52, AHw. 892)	341
2252	Hebrew	to burn	yḳd		(HALOT 430)	341
2250	Syriac	to burn	yḳd		(LSyr. 306, SL 580)	341
2254	Arabic	to burn, to burn up	wqd		(Lane 2959)	341
	PS	to be	*hwy		(Kogan 2015:399)	343
2266	Akkadian	to change, to turn into	ewû		(CAD E 413, AHw. 266)	343
2271	Hebrew	to become, to lie	hwy		(HALOT 241)	343
2265	Hebrew	to come to pass, to occur, to be, to become	hwy		(HALOT 241)	343
2263	Syriac	to be; to endure, last; to become, result, be made	hwy		(LSyr. 173, SL 333)	343
2267	Arabic	to fall	hwy		(Lane 3046)	343
	PS	bull, ox	*ṯawr-		(SED II No. 241; Kogan 2011: 205; Kogan 2015: 400)	345
5371	Akkadian	bull, ox	šūru		(CAD Š₃ 369, AHw. 1287)	345
5372	Ugaritic	bull, ox	ṯr		(DUL 930)	345
5373	Hebrew	bull, ox	šōr		(HALOT 1451)	345
5375	Arabic	bull, ox	ṯawr-		(BK 1 242, Lane 364)	345
11561	Arabic	cow	ṯawrat-		(TA 10 338)	345
5379	Geez	bull, ox	sor		(CDG 511, LLA 384, Gr. 414)	345
	PS	face	*pan(ay)-		(SED I No. 215)	347
7931	Akkadian	face	panu		(CAD P 84, AHw. 818)	347
14916	Akkadian	to face, to go forward	panû		(CAD P 98, AHw. 822)	347
8007	Ugaritic	face	pnm		(WUS 256)	347
1228	Hebrew	to turn	pny		(HALOT 937)	347
8008	Hebrew	face	pānīm		(HALOT 938)	347
14943	Syriac	to turn around	pny		(LSyr. 578, SL 1205)	347
14924	Syriac	side; region; place	pnitā		(LSyr. 578, SL 1207)	347
8011	Arabic	yard, exterior court	fināˀ		(BK 2 640, Lane 2452)	347
14952	Arabic	to pass away, to vanish	fny		(Lane 2451)	347
14929	Geez	way, path, side	fәnnā		(CDG 163)	347
14928	Geez	way, path road, course, side	fәnot		(CDG 163)	347
8013	Geez	to send away	fannawa		(CDG 163)	347
